"","X","site","meta","long","lat","het","col","upstream","fprop","wprop","gprop","dprop","cprop"
"73",516,"CHIK4","Chikaskia",-98.37337,37.47151,0.176760272938614,"#FF0000",93689.5060040041,0.0828317569504156,0.0243622814560046,0.531957580968759,0.0289481226712525,0.331900257953568
"74",525,"CHIK5","Chikaskia",-98.33998,37.48581,0.155135301353014,"#FF0000",88358.2569200656,0.0619088564058469,0.0189165950128977,0.581541989108627,0.0306678131269705,0.306391516193752
"75",527,"CHIK6","Chikaskia",-98.2821,37.47369,0.215248344031821,"#FF0000",80625.8794148806,0.099942726231386,0.00515463917525773,0.6368843069874,0.0323596792668958,0.225658648339061
"76",545,"CHIK7","Chikaskia",-98.20168,37.44685,0.20555608810765,"#FF0000",70987.8625639743,0.0380652547223812,0.00400686891814539,0.870635374928449,0.0320549513451631,0.0549513451631368
"77",554,"CHIK8","Chikaskia",-98.18209,37.4714,0.200819859542605,"#FF0000",72216.1449143226,0.0254649499284692,0.00257510729613734,0.751359084406295,0.0309012875536481,0.189699570815451
"78",563,"CHIK9","Chikaskia",-98.1632,37.43876,0.207770777027498,"#FF0000",66909.4370297522,0.112478534630796,0.0165998855180309,0.767029192902118,0.0655409273039496,0.0326273611906125
"79",571,"CHN1","NFNinnescah",-97.91703,37.83875,0.248788548965894,"#5D00FF",37012.146614201,0.179215574005153,0.0543945032922989,0.548525622673919,0.0148869166905239,0.202691096478672
"80",580,"CHN10","NFNinnescah",-97.897718,37.815516,0.25384942599426,"#5D00FF",32664.8169865634,0.281904215658159,0.367651276168626,0.219673071408087,0.0438772583882994,0.0868941783768282
"81",586,"CHN2","NFNinnescah",-97.83884,37.72523,0.257305711263367,"#5D00FF",23681.813432104,0.0994269340974212,0.15214899713467,0.522063037249284,0.139828080229226,0.0862464183381089
"82",596,"CHN3","NFNinnescah",-97.89163,37.77217,0.264931246740188,"#5D00FF",29612.0008988566,0.0749856897538638,0.0961648540354894,0.495993131081855,0.0615340583858042,0.271322266742988
"83",605,"CHN4","NFNinnescah",-97.87919,37.75976,0.251058664753314,"#5D00FF",28939.2434108105,0.068689181453921,0.124212936462507,0.494275901545507,0.0372066399542072,0.274470520892959
"84",611,"CHN5","NFNinnescah",-97.84568,37.73985,0.24061688533552,"#5D00FF",24459.182065334,0.04779622209502,0.305094447624499,0.543216943331425,0.0890097309673726,0.0134516313680595
"85",620,"CHN6","NFNinnescah",-97.82925,37.72228,0.259658748094473,"#5D00FF",22748.4336318675,0.0613004869664852,0.388140933829848,0.382411916356345,0.152391864795188,0.0154683471784589
"86",630,"CHN7","NFNinnescah",-97.89909,37.8251,0.215405904059041,"#5D00FF",33654.8778209484,0.29524627720504,0.16008018327606,0.336769759450172,0.0738831615120275,0.133161512027491
"87",639,"CHN8","NFNinnescah",-97.90273,37.802728,0.224374743747437,"#5D00FF",32535.5680854101,0.261952476381334,0.195820211852276,0.221013455482393,0.0251932436301174,0.296020612653879
"88",642,"CHN9","NFNinnescah",-97.909564,37.813036,0.258208978109717,"#5D00FF",33856.6841178937,0.23519313304721,0.0383404864091559,0.375679542203147,0.0463519313304721,0.304434907010014
"89",652,"CIM1","Cimarron",-99.48258,37.02645,0.217692701927019,"#FF8B00",4567.78031786304,0,0.0134554823933581,0.951617520755797,0.0346407099914114,0
"90",661,"CIM2","Cimarron",-99.63211,37.0635,0.176968019680197,"#FF8B00",27379.9808621604,0.00601202404809619,0.0389350128829087,0.908388204981391,0.0426567420555397,0
"91",664,"CIM3","Cimarron",-99.7765,37.03775,0.223485060514343,"#FF8B00",45256.6800491158,0,0.0516203039862346,0.854316030972182,0.0375681101233152,0
"92",673,"CIM4","Cimarron",-100.49239,37.01122,0.231315899852706,"#FF8B00",125429.307078031,0,0.0846681922196796,0.87070938215103,0.0386155606407323,0.00600686498855835
"93",690,"CIM5","Cimarron",-100.65219,37.07038,0.205663070066075,"#FF8B00",150007.866147427,0,0.367189728958631,0.178316690442225,0.000855920114122682,0.00370898716119829
"94",697,"CIM6","Cimarron",-100.66195,37.07182,0.209328736824783,"#FF8B00",151445.606492305,0.00372599598738894,0.451991974777873,0.132129550014331,0.000859845227858985,0.00143307537976498
"95",706,"CIM7","Cimarron",-100.66858,37.07943,0.238710744122104,"#FF8B00",153534.397224668,0.0126038384417072,0.467487825837869,0.101976511028359,0.0272128329991406,0.041821827556574
"96",720,"CIMAB","Cimarron",-99.637778,37.062706,0.208111247779144,"#FF8B00",28098.6804622195,0.00172067679954115,0.0335531975910525,0.916833954688844,0.0418698021221681,0
"97",724,"CIMABRW1","Cimarron",-99.615206,37.066483,0.201324825748257,"#FF8B00",25692.0149194027,0.0122716894977169,0.0351027397260274,0.892694063926941,0.0410958904109589,0.0134132420091324
"98",728,"CIMAD","Cimarron",-100.506927,37.006088,0.218057434741014,"#FF8B00",127093.966900244,0.00315547905909352,0.0849110728628801,0.806081468732071,0.00143430866322433,0.104417670682731
"99",733,"CIMBB","Cimarron",-99.555402,37.070261,0.22140221402214,"#FF8B00",16360.0341154169,0,0.0587729357798165,0.925745412844037,0.0154816513761468,0
"100",735,"CIMBB2","Cimarron",-99.53309,37.049331,0.221554086374197,"#FF8B00",11773.26447316,0,0.023795871559633,0.973337155963303,0.000286697247706422,0
"101",740,"CIMDA2","Cimarron",-99.700731,37.052819,0.219967883012163,"#FF8B00",37539.0613011703,0,0.122711670480549,0.614702517162471,0.0145881006864989,0
"102",745,"CIMMG","Cimarron",-99.799569,37.030958,0.215810441437748,"#FF8B00",47917.151731415,0,0.0478372959037525,0.842738470352335,0.0100257805786308,0
"103",750,"CIMMG2","Cimarron",-99.830949,37.016021,0.22389606396064,"#FF8B00",52147.6334037583,0,0.0393113342898135,0.828981348637016,0.0140602582496413,0
"104",755,"CIMTW2","Cimarron",-99.488196,37.028878,0.214719318026514,"#FF8B00",5147.4477470689,0,0.0114678899082569,0.967029816513762,0.0212155963302752,0
"105",760,"CIMTW3","Cimarron",-99.462624,37.012874,0.218075884925516,"#FF8B00",1793.3555536489,0,0.0215146299483649,0.96873207114171,0.00975329890992542,0
"106",765,"CLRH2O2","SFNinnescah",-97.63457,37.57649,0.201107011070111,"#5D00FF",16690.2892569957,0.090414878397711,0.00572246065808298,0.311874105865522,0.0560801144492132,0.535908440629471
"107",767,"CNCSC","LowerArk",-97.100633,37.089866,0.258363286120106,"#00B9FF",17433.0851333759,0.211461318051576,0.24269340974212,0.163896848137536,0.0292263610315186,0.346704871060172
"108",775,"COON","SFNinnescah",-97.935568,37.534594,0.245331932485991,"#5D00FF",55288.7214225779,0.0939828080229226,0.00458452722063037,0.743839541547278,0.0303724928366762,0.127220630372493
"109",779,"COW1","LowerArk",-97.84379,37.98472,0.154611555979505,"#00B9FF",178011.442774368,0.228628800917958,0.0507745266781411,0.335628227194492,0.0355708548479633,0.349397590361446
"110",787,"CRCRK1","Cimarron",-100.21098,37.03291,0.238408275327038,"#FF8B00",103676.538491812,0,0.028604118993135,0.901029748283753,0.0503432494279176,0.0200228832951945
"111",806,"CRCRK2","Cimarron",-100.32962,37.09197,0.250316895207381,"#FF8B00",122331.898321268,0.00229292060762396,0.00917168243049584,0.967325881341359,0.0200630553167097,0
"112",826,"CRCRK3","Cimarron",-100.36559,37.21232,0.240731598932671,"#FF8B00",149652.126644101,0.0177345537757437,0.00772311212814645,0.792048054919908,0.0294622425629291,0.149027459954233
"113",846,"DOG","Medicine",-98.82162,37.30948,0.21326192428591,"#00FF2E",79078.3339416401,0,0.0166427546628407,0.929698708751793,0.0338593974175036,0.0197991391678623
"114",851,"ELM1","Medicine",-98.57282,37.27576,0.229501332513325,"#00FF2E",42853.9661320791,0.123640526617058,0.0872925014310246,0.428448769318832,0.310818546078993,0.0171722953634803
"115",857,"ELM2","Medicine",-98.61018,37.38811,0.227998652475659,"#00FF2E",59329.206093659,0.0977637614678899,0.0269495412844037,0.520068807339449,0.0533256880733945,0.301892201834862
"116",867,"ENESC","SaltFork",-99.19666,37.223386,0.135670748926877,"#002EFF",51705.3106211384,0,0.040343347639485,0.915307582260372,0.0443490701001431,0
"117",875,"ETELM1","Medicine",-98.53781,37.36725,0.168665436654367,"#00FF2E",58397.224396325,0.0934097421203438,0.0361031518624642,0.822063037249284,0.0343839541547278,0.0140401146131805
"118",877,"ETMLR1","Medicine",-98.55103,37.24925,0.229558767757935,"#00FF2E",37649.2669404406,0.0372279495990836,0.0220504009163803,0.562142038946163,0.027205040091638,0.351374570446735
"119",887,"GOOSECREEKHWY11","NFNinnescah",-98.1945,37.82398,0.277606422483348,"#5D00FF",72579.7667614893,0.00258397932816537,0.00401952339936836,0.474016652311226,0.0453631926500144,0.474016652311226
"120",897,"INDDS","SaltFork",-99.048232,37.134068,0.16289975399754,"#002EFF",12720.0979403867,0.00343544231319782,0.00171772115659891,0.963927855711423,0.0309189808187804,0
"121",902,"KAWN","LowerArk",-96.972951,37.045428,0.247350708283632,"#00B9FF",0,0.0782459157351677,0.501862997993694,0.123817712811694,0.0220693608483806,0.259673258813414
"122",912,"KC160","Cimarron",-99.468415,37.19247,0.209586395871045,"#FF8B00",27104.9748385011,0,0.0137378362907842,0.584430452203778,0.093875214653692,0.307670291929021
"123",922,"KDOT1","SFNinnescah",-98.24527,37.64638,0.263026597272775,"#5D00FF",95653.8923226656,0.0356014929658341,0.0562733275911571,0.703416594889463,0.0470858455354579,0.157335630203847
"124",930,"KMCP","SFNinnescah",-98.111802,37.641212,0.259865723657237,"#5D00FF",78616.6147066677,0.0272284322155345,0.0366867297219834,0.24304958440814,0.625394095729435,0.00257953568357696
"125",934,"LSMC","SFNinnescah",-97.84442,37.58649,0.276051541590624,"#5D00FF",40642.8278796179,0.0538373424971363,0.00343642611683849,0.146048109965636,0.0420962199312715,0.754009163802978
"126",943,"MLPARK1","Medicine",-98.57507,37.27793,0.215387780727297,"#00FF2E",42935.115704205,0.10847166571265,0.0858614768174013,0.335718374356039,0.423010875787064,0.00944476244991414
"127",951,"MLPARK2","Medicine",-98.57575,37.27649,0.212854587304376,"#00FF2E",42618.8337542056,0.134383954154728,0.0825214899713467,0.330659025787966,0.399426934097421,0.0134670487106017
"128",961,"MLR1","Medicine",-98.59007,37.27553,0.232083347279051,"#00FF2E",43007.5751456013,0.176993689041882,0.0740103270223752,0.370912220309811,0.30837636259323,0.0197934595524957
"129",970,"MLR3","Medicine",-98.469581,37.039456,0.19049815498155,"#00FF2E",0,0.0295637198622273,0.0447761194029851,0.64609644087256,0.0289896670493685,0.249425947187141
"130",976,"MLR4","Medicine",-98.52927,37.15624,0.237860137796862,"#00FF2E",21818.6276233303,0.0171821305841924,0.0463917525773196,0.831615120274914,0.0378006872852234,0.065864833906071
"131",985,"MLR5","Medicine",-98.63367,37.28673,0.20773541068744,"#00FF2E",48838.7898732367,0.0369310048668766,0.0163183509876897,0.357286000572574,0.0629831090752934,0.526481534497567
"132",988,"MLR6","Medicine",-98.65923,37.29271,0.200184501845018,"#00FF2E",52552.7252095958,0.0480549199084668,0.0403318077803204,0.333524027459954,0.0443363844393593,0.533466819221968
"133",992,"MLR8","Medicine",-98.82143,37.3413,0.203344950116168,"#00FF2E",82159.9532789804,0.0577968526466381,0.155078683834049,0.217167381974249,0.0197424892703863,0.549070100143062
"134",995,"MLR9","Medicine",-99.11317,37.43661,0.223868259685998,"#00FF2E",127836.200668893,0,0.00917957544463568,0.722317842799771,0.0504876649454963,0.217441193344808
"135",1002,"MLR-A","Medicine",-98.91833,37.36983,0.207859266092661,"#00FF2E",94251.5578189763,0.143307537976498,0.146173688736028,0.464603038119805,0.0558899398108341,0.186013184293494
"136",1007,"MLRBB","Medicine",-98.556693,37.228776,0.216725604756048,"#00FF2E",33904.1443275341,0.0578630764823833,0.0793468920080206,0.755370953881409,0.0148954454311086,0.0925236321970782
"137",1012,"MLRHA","Medicine",-98.925473,37.370407,0.230285465354654,"#00FF2E",94905.817405494,0.132609316947699,0.118605315804516,0.517290654472707,0.0317233495284367,0.197770791654758
"138",1017,"MLRLW","Medicine",-98.591065,37.263947,0.22825184501845,"#00FF2E",40944.0653080434,0.265598168288495,0.0809959931310819,0.618202633085289,0.0286204922724671,0.00658271322266743
"139",1022,"MLRLW2","Medicine",-98.595452,37.270713,0.195110701107011,"#00FF2E",41887.0589692734,0.245629120091717,0.0922900544568644,0.575809687589567,0.059042705646317,0.0260819719117226
"140",1024,"MNESC","SaltFork",-99.23279,37.22316,0.145056033893672,"#002EFF",51804.4524977446,0.0037281330656725,0.0685402925150559,0.873530255233725,0.0258101519931173,0.028391167192429
"141",1030,"MULE3","SaltFork",-99.04404,37.28111,0.170120496617854,"#002EFF",28655.4414222131,0.0048780487804878,0.00143472022955524,0.943472022955524,0.0499282639885222,0
"142",1040,"MULE5","SaltFork",-99.20602,37.33461,0.1306717233839,"#002EFF",54399.4874440111,0.0283667621776504,0.0616045845272206,0.667048710601719,0.107736389684814,0.135243553008596
"143",1046,"MULEJP","SaltFork",-98.980556,37.112351,0.135455104551045,"#002EFF",1650.90492138865,0.00688468158347676,0.0628227194492255,0.897877223178428,0.000286861732644865,0.0321285140562249
"144",1048,"NAT","SFNinnescah",-98.64602,37.66363,0.263994936193693,"#5D00FF",149357.091982648,0.0114481969089868,0.0638236977676016,0.234115626788781,0.0400686891814539,0.650543789353177
"145",1058,"NBSC1","NFNinnescah",-98.42899,37.78663,0.262694659169759,"#5D00FF",119551.101866869,0.0197707736389685,0.315472779369628,0.295988538681948,0.0289398280802292,0.339828080229226
"146",1068,"NELM1","Medicine",-98.71767,37.45623,0.2475598186065,"#00FF2E",73590.9334262011,0.0154905335628227,0.167527251864601,0.52180149168101,0.0266781411359725,0.268502581755594
"147",1078,"NELM2","Medicine",-98.71848,37.47075,0.247627971231999,"#00FF2E",75627.7729324937,0.0573065902578797,0.197994269340974,0.572779369627507,0.0289398280802292,0.14297994269341
"148",1087,"NESS1","Walnut",-99.953936,38.464021,0.187116019027709,"#00B9FF",0,0,0,0.572492836676218,0.0263610315186246,0.401146131805158
"149",1103,"NESS2","Walnut",-100.052172,38.503783,0.126352764056741,"#00B9FF",14910.7514150809,0,0.0547121168719565,0.709252363219708,0.0126038384417072,0.223431681466628
"150",1113,"NESS3","Walnut",-100.18167,38.53469,0.107296532656842,"#00B9FF",35188.0702276648,0,0,0.614040114613181,0.0232091690544413,0.362750716332378
"151",1123,"NFN1","NFNinnescah",-98.62206,37.85324,0.262772189031414,"#5D00FF",159169.697312281,0.00286615075952995,0.22298652909143,0.203496703926627,0.0384064201777014,0.532244196044712
"152",1132,"NFN2","NFNinnescah",-97.78951,37.70328,0.239233121497882,"#5D00FF",15196.477455734,0.0613409415121255,0.0356633380884451,0.298716119828816,0.0333808844507846,0.570898716119829
